,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
1138,Cc1ccccc1S(=O)(=O)Nc1ccc(C)c(CC(=O)NCc2ccc(N)nc2C)c1O.Cl,CHEMBL558002,nM,260.0,uM,0.26
1139,Cc1ccc(NS(=O)(=O)c2cccc(Cl)c2C)c(O)c1CC(=O)NCc1ccc(N)nc1C.Cl,CHEMBL556953,nM,190.0,uM,0.19
1140,Cc1ccc(NCNC(=O)c2ccccc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL556576,nM,2400.0,uM,2.4
1141,Cc1ccc(NC(=O)c2ccccc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL536053,nM,1900.0,uM,1.9
1142,Cc1ccc(NCC(=O)c2ccccc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL535831,nM,4700.0,uM,4.7
1143,Cc1ccc(NCS(=O)(=O)c2ccccc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL536967,nM,190.0,uM,0.19
1144,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL540105,nM,130.0,uM,0.13
1145,Cc1ccc(S(=O)(=O)Nc2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2O)cc1.Cl,CHEMBL541902,nM,250.0,uM,0.25
1146,Cc1ccc(NS(=O)(=O)c2cccc(C(F)(F)F)c2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL536280,nM,120.0,uM,0.12
1147,Cc1ccc(NS(=O)(=O)c2ccccc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL534714,nM,97.0,uM,0.097
1148,COc1ccc(S(=O)(=O)Nc2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2O)cc1.Cl,CHEMBL557779,nM,50.0,uM,0.05
1149,COc1ccc(S(=O)(=O)Nc2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2O)cc1OC.Cl,CHEMBL558235,nM,39.0,uM,0.039
1150,COc1cccc(S(=O)(=O)Nc2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2O)c1.Cl,CHEMBL535160,nM,16.0,uM,0.016
1151,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL541383,nM,82.0,uM,0.082
1152,Cc1ccc(C)c(S(=O)(=O)Nc2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2O)c1.Cl,CHEMBL537420,nM,25.0,uM,0.025
1153,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NC3CC3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL203668,nM,1500.0,uM,1.5
1154,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NC3CCCCC3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL202883,nM,4100.0,uM,4.1
1155,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NC3CCCC3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL377280,nM,2700.0,uM,2.7
1156,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCC3CCCCO3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL381678,nM,3700.0,uM,3.7
1157,CCCCCNC(=O)c1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(N(C(C)C)C(C)C)c2F)c(C(=O)O)c1.O=C(O)C(F)(F)F,CHEMBL381881,nM,1600.0,uM,1.6
1158,CCCNC(=O)c1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(N(C(C)C)C(C)C)c2F)c(C(=O)O)c1.O=C(O)C(F)(F)F,CHEMBL201853,nM,1300.0,uM,1.3
1159,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NC(C)C(C)(C)C)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL382573,nM,2100.0,uM,2.1
1160,CC(C)CNC(=O)c1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(N(C(C)C)C(C)C)c2F)c(C(=O)O)c1.O=C(O)C(F)(F)F,CHEMBL205123,nM,1200.0,uM,1.2
1161,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCc3ccc(Cl)cc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL381740,nM,970.0,uM,0.97
1162,Cc1cccc(C)c1CNC(=O)c1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(N(C(C)C)C(C)C)c2F)c(C(=O)O)c1.O=C(O)C(F)(F)F,CHEMBL201901,nM,1800.0,uM,1.8
1163,Cc1ccc(CNC(=O)c2ccc(Oc3nc(Oc4cccc(C(=N)N)c4)c(F)c(N(C(C)C)C(C)C)c3F)c(C(=O)O)c2)c(C)c1.O=C(O)C(F)(F)F,CHEMBL371638,nM,2500.0,uM,2.5
1164,COc1cccc(CNC(=O)c2ccc(Oc3nc(Oc4cccc(C(=N)N)c4)c(F)c(N(C(C)C)C(C)C)c3F)c(C(=O)O)c2)c1.O=C(O)C(F)(F)F,CHEMBL204084,nM,69000.0,uM,69.0
1165,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(C(=O)NCc3ccccc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL382807,nM,670.0,uM,0.67
1166,Cc1ccccc1-c1ccc(Oc2nc(Oc3cccc(C(=N)N)c3)c(F)c(N(C(C)C)C(C)C)c2F)c(C(=O)O)c1.O=C(O)C(F)(F)F,CHEMBL381896,nM,1400.0,uM,1.4
1167,CC(C)c1cccc(-c2ccc(Oc3nc(Oc4cccc(C(=N)N)c4)c(F)c(N(C(C)C)C(C)C)c3F)c(C(=O)O)c2)c1.O=C(O)C(F)(F)F,CHEMBL201835,nM,18000.0,uM,18.0
1168,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(-c3cccc(CO)c3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL202505,nM,1100.0,uM,1.1
1169,Cc1cccc(-c2ccc(Oc3nc(Oc4cccc(C(=N)N)c4)c(F)c(N(C(C)C)C(C)C)c3F)c(C(=O)O)c2)c1.O=C(O)C(F)(F)F,CHEMBL382572,nM,3100.0,uM,3.1
1170,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(-c3ccccn3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL383717,nM,810.0,uM,0.81
1171,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(-c3ccsc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL204654,nM,170.0,uM,0.17
1172,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(-c3ccccc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL380534,nM,500.0,uM,0.5
1173,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(Cc3ccccc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL204653,nM,3100.0,uM,3.1
1174,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(N(C)C)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,CHEMBL438808,nM,340.0,uM,0.34
1175,N=C(N)NCCOC(=O)c1cc2cc(CCl)ccc2oc1=O,CHEMBL205161,nM,107000.0,uM,107.0
1176,Cc1cccc(OC(=O)c2cc3cc(CCl)ccc3oc2=O)n1,CHEMBL415724,nM,1390.0,uM,1.39
1177,O=C(Oc1cccc(Cl)n1)c1cc2cc(CCl)ccc2oc1=O,CHEMBL337005,nM,870.0,uM,0.87
1178,Nc1cccc(OC(=O)c2cc3cc(CCl)ccc3oc2=O)c1,CHEMBL207739,nM,1980.0,uM,1.98
1179,Nc1ccc(OC(=O)c2cc3cc(CCl)ccc3oc2=O)cc1,CHEMBL208464,nM,48000.0,uM,48.0
1180,NCCOC(=O)c1cc2cc(CCl)ccc2oc1=O,CHEMBL205366,nM,284000.0,uM,284.0
1181,N=C(N)Nc1ccc(OC(=O)c2cc3cc(CCl)ccc3oc2=O)cc1,CHEMBL205702,nM,151000.0,uM,151.0
1182,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,CHEMBL206418,nM,1.68,nM,1.68
1183,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,CHEMBL266349,nM,69.2,nM,69.2
1184,N=C(N)c1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)sc1N,CHEMBL206963,nM,57.4,nM,57.4
1185,N=C(N)c1csc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)c1Cl,CHEMBL382843,nM,2.15,nM,2.15
1186,Cc1sc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)nc1C(=N)N,CHEMBL207337,nM,2780.0,nM,2780.0
1187,Cc1c(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)sc(C(=N)N)c1C,CHEMBL207184,nM,1080.0,nM,1080.0
1188,Cc1c(C(=N)N)csc1CNC(=O)[C@@H]1C=CCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,CHEMBL427037,nM,9.88,nM,9.88
1189,N=C(N)c1sc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1Cl,CHEMBL208494,nM,4.28,nM,4.28
1190,Cc1cc(CNC(=O)[C@@H]2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)sc1C(=N)N,CHEMBL207981,nM,1.76,nM,1.76
1191,N=C(N)c1nnc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)s1,CHEMBL377667,nM,566.0,nM,566.0
1192,Cn1nc(C(=N)N)nc1CNC(=O)[C@@H]1C=CCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,CHEMBL207966,nM,232.0,nM,232.0
1193,Cn1nc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1C(=N)N,CHEMBL207813,nM,1020.0,nM,1020.0
1194,Cn1c(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)ccc1C(=N)N,CHEMBL207129,nM,6.2,nM,6.2
1195,Cn1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1C(=N)N,CHEMBL207128,nM,11.2,nM,11.2
1196,N=C(N)c1noc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)n1,CHEMBL206473,nM,1370.0,nM,1370.0
1197,N=C(N)c1coc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)n1,CHEMBL379258,nM,20.8,nM,20.8
1198,N=C(N)c1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)on1,CHEMBL207590,nM,33.9,nM,33.9
1199,N=C(N)c1cnc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)s1,CHEMBL382145,nM,50.9,nM,50.9
1200,N=C(N)c1nc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cs1,CHEMBL206841,nM,44.0,nM,44.0
1201,N=C(N)c1csc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)n1,CHEMBL381709,nM,1.39,nM,1.39
1202,N=C(N)c1ccoc1CNC(=O)[C@@H]1C=CCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,CHEMBL207441,nM,1430.0,nM,1430.0
1203,N=C(N)c1coc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)c1,CHEMBL206205,nM,1.29,nM,1.29
1204,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)o1,CHEMBL207568,nM,49.1,nM,49.1
1205,N=C(N)c1csc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)c1,CHEMBL207770,nM,2.7,nM,2.7
1206,N=C(N)c1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cs1,CHEMBL208394,nM,6.4,nM,6.4
1207,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)s1,CHEMBL208140,nM,0.98,nM,0.98
1208,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)nc1,CHEMBL207271,nM,51.2,nM,51.2
1209,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL377681,nM,1.0,nM,1.0
1210,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL377681,nM,1.8,nM,1.8
1211,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)s1,CHEMBL208140,nM,1.0,nM,1.0
1212,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)s1,CHEMBL377303,nM,1.0,nM,1.0
1213,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,CHEMBL206418,nM,1.7,nM,1.7
1214,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,CHEMBL207187,nM,2.7,nM,2.7
1215,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,CHEMBL266349,nM,69.2,nM,69.2
1216,N=C(N)c1ccc(CNC(=O)[C@@H]2CCNN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL208055,nM,3.4,nM,3.4
1217,N=C(N)c1ccc(CNC(=O)[C@@H]2CC=NN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL3559601,nM,1.7,nM,1.7
1218,N=C(N)c1ccc(CNC(=O)[C@@H]2COCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL207603,nM,288.0,nM,288.0
1219,N=C(N)c1ccc(CNC(=O)[C@@H]2SCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL377132,nM,16.0,nM,16.0
1220,N=C(N)c1ccc(CNC(=O)[C@@H]2CSCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL379920,nM,58.4,nM,58.4
1221,C=C1CCN(C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)[C@@H]1C(=O)NCc1ccc(C(=N)N)nc1,CHEMBL377056,nM,56.3,nM,56.3
1222,C=C1C[C@@H](C(=O)NCc2ccc(C(=N)N)nc2)N(C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C1,CHEMBL208474,nM,31.9,nM,31.9
1223,CC1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)nc2)N(C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C1,CHEMBL205766,nM,44.2,nM,44.2
1224,N=C(N)c1ccc(CNC(=O)[C@@H]2CC(F)(F)CN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL208306,nM,290.0,nM,290.0
1225,N=C(N)c1ccc(CNC(=O)[C@@H]2CC=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL207836,nM,71.2,nM,71.2
1226,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL383314,nM,14.8,nM,14.8
1227,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,CHEMBL206891,nM,3.2,nM,3.2
1228,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@@H](CC3CCCCC3)NCC(=O)O)CCCCC2)cn1,CHEMBL208137,nM,103.0,nM,103.0
1229,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@@H](CC3CCCCC3)NCC(=O)O)CCCC2)cn1,CHEMBL207788,nM,47.3,nM,47.3
1230,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@@H](CC3CCCCC3)NCC(=O)O)CC2)cn1,CHEMBL207564,nM,4090.0,nM,4090.0
1231,CC(C)(NC(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C(=O)NCc1ccc(C(=N)N)nc1,CHEMBL204468,nM,581.0,nM,581.0
1232,C[C@@H](C(=O)NCc1ccc(C(=N)N)nc1)N(C)C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,CHEMBL208262,nM,20.2,nM,20.2
1233,C[C@@H](NC(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C(=O)NCc1ccc(C(=N)N)nc1,CHEMBL378185,nM,53600.0,nM,53600.0
1234,C[C@H](NC(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C(=O)NCc1ccc(C(=N)N)nc1,CHEMBL208190,nM,76.8,nM,76.8
1235,N=C(N)c1ccc2nc(Cc3nc4ccc(C(=N)N)cc4[nH]3)[nH]c2c1,CHEMBL99951,nM,31000.0,uM,31.0
1236,N=C(N)c1ccc(CNC(=O)C2(NC(=O)CNCC(=O)O)Cc3ccccc3C2)cc1,CHEMBL214356,nM,100000.0,uM,100.0
1237,C[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccccc2C1,CHEMBL379430,nM,33000.0,uM,33.0
1238,CC[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccccc2C1,CHEMBL212971,nM,300000.0,uM,300.0
1239,CC(C)(C)[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccccc2C1,CHEMBL213120,nM,300000.0,uM,300.0
1240,CCC(C)C[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccccc2C1,CHEMBL215556,nM,85000.0,uM,85.0
1241,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@@H](CC3CCCCC3)NCC(=O)O)Cc3ccccc3C2)cc1,CHEMBL211973,nM,1250.0,uM,1.25
1242,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@@H](Cc3ccccc3)NCC(=O)O)Cc3ccccc3C2)cc1,CHEMBL214264,nM,10050.0,uM,10.05
1243,N=C(N)c1ccc(CNC(=O)C2(NC(=O)C3(NCC(=O)O)CCCC3)Cc3ccccc3C2)cc1,CHEMBL378083,nM,4400.0,uM,4.4
1244,CC(C)[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2cccnc2C1,CHEMBL215870,nM,300000.0,uM,300.0
1245,CC(C)[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2cccnc2C1,CHEMBL215870,nM,300000.0,uM,300.0
1246,CC(C)[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccncc2C1,CHEMBL448732,nM,100000.0,uM,100.0
1247,CC(C)[C@@H](NCC(=O)O)C(=O)NC1(C(=O)NCc2ccc(C(=N)N)cc2)Cc2ccc3ccccc3c2C1,CHEMBL215639,nM,770.0,uM,0.77
1248,CC(C)[C@@H](NCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccc(C(=N)N)cc1,CHEMBL212789,nM,13340.0,uM,13.34
1249,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@H](NCC(=O)O)C3CCCCC3)Cc3ccccc3C2)cc1,CHEMBL215295,nM,47000.0,uM,47.0
1250,C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(CCCN=C(N)N)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL311067,nM,500.0,uM,0.5
1251,C[C@H](NC(=O)[C@@H](CO)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL80844,nM,20000.0,uM,20.0
1252,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL385158,nM,4900.0,uM,4.9
1253,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C(Cc2ccc(NC(=N)N)cc2)NC(=O)[C@H](C)NC(=O)[C@@H](CO)NC(=O)OCc2ccccc2)cc1,CHEMBL214539,nM,1500.0,uM,1.5
1254,Cc1cccc(C)c1C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL189823,nM,6300.0,uM,6.3
1255,Cc1ccccc1C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL405546,nM,15900.0,uM,15.9
1256,Cc1cccc(C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)c1,CHEMBL384263,nM,34000.0,uM,34.0
1257,Cc1ccc(C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL404226,nM,67000.0,uM,67.0
1258,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1ccc(C#N)cc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL215961,nM,7500.0,uM,7.5
1259,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1ccc(Br)cc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL386249,nM,2980.0,uM,2.98
1260,COc1ccc(S(=O)(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc2ccc(NC(=N)N)cc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL386275,nM,1670.0,uM,1.67
1261,C[C@H](NC(=O)[C@@H](CO)NC(=O)C1C2CC3CC(C2)CC1C3)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL411215,nM,6000.0,uM,6.0
1262,C[C@H](NC(=O)[C@@H](CO)NC(=O)c1cccs1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL213216,nM,35000.0,uM,35.0
1263,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1cccs1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL385900,nM,4300.0,uM,4.3
1264,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1cccc2ccccc12)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL385897,nM,6000.0,uM,6.0
1265,C[C@H](NC(=O)[C@@H](CO)NC(=O)c1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL263977,nM,22000.0,uM,22.0
1266,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)Cc1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL214814,nM,770.0,uM,0.77
1267,N=C(N)NCc1ccc(B(O)O)cc1.O=C(O)C(F)(F)F,CHEMBL215135,nM,146000.0,uM,146.0
1268,CC1(C)OB(c2ccc(NC(=N)N)cc2)OC1(C)C.O=C(O)C(F)(F)F,CHEMBL213434,nM,5500.0,uM,5.5
1269,CC1(C)OB(c2ccc(CCN=C(N)N)cc2)OC1(C)C.O=C(O)C(F)(F)F,CHEMBL215750,nM,30800.0,uM,30.8
1270,CC1(C)OB(c2ccc(CN=C(N)N)cc2)OC1(C)C,CHEMBL384180,nM,129000.0,uM,129.0
1271,CC1(C)OB(c2ccc(C(NC(=N)N)OC(=O)c3cccnc3)cc2)OC1(C)C.O=C(O)C(F)(F)F,CHEMBL211921,nM,12300.0,uM,12.3
1272,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NNC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL219440,nM,6700.0,nM,6700.0
1273,CC(C)[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL264357,nM,1400.0,nM,1400.0
1274,CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=O)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL273653,nM,1100.0,nM,1100.0
1275,CC(C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL412546,nM,710.0,nM,710.0
1276,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL265121,nM,400.0,nM,400.0
1277,CC(C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL384971,nM,440.0,nM,440.0
