,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
1278,CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL413155,nM,2040.0,nM,2040.0
1279,CC(C)[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)N[C@@H](C)c1ccc(F)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL273652,nM,606.0,nM,606.0
1280,CC(C)[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)N[C@H](C)c1ccc(F)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL268003,nM,523.0,nM,523.0
1281,CC(C)[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](C)c1ccc(Br)cc1)C1CCCCC1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL384693,nM,5600.0,nM,5600.0
1282,CC(C)[C@H](NC(=O)[C@@H](NC(=O)N[C@H](C)c1ccc(Br)cc1)C1CCCCC1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL375816,nM,976.0,nM,976.0
1283,CC(C)C[C@H](NC(=O)NCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL218594,nM,2800.0,nM,2800.0
1284,CC(C)C[C@H](NC(=O)NCc1ccc(F)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL100320,nM,3100.0,nM,3100.0
1285,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1Cl)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL375599,nM,386.0,nM,386.0
1286,CC(C)C[C@H](NC(=O)NC(C)c1ccc(Br)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL119057,nM,1400.0,nM,1400.0
1287,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)(C)C,CHEMBL265598,nM,12000.0,nM,12000.0
1288,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL219354,nM,10000.0,nM,10000.0
1289,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL375598,nM,27000.0,nM,27000.0
1290,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C1CCCCC1,CHEMBL219462,nM,7700.0,nM,7700.0
1291,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL375597,nM,1000.0,nM,1000.0
1292,CCC(C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL384603,nM,2600.0,nM,2600.0
1293,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL266570,nM,876.0,nM,876.0
1294,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NNC(=O)Nc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL384432,nM,935.0,nM,935.0
1295,CCOC(=O)C(CC(C)C)NC(=O)NN[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL384431,nM,2100.0,nM,2100.0
1296,CCOC(=O)C(Cc1ccccc1)NC(=O)NN[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL191264,nM,2100.0,nM,2100.0
1297,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NNC(=O)NCc1ccc(F)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL384430,nM,4300.0,nM,4300.0
1298,Nc1cccc(-c2c(Cl)nc(NC3CCC3)c(=O)n2CC(=O)NCc2ccccc2)c1,CHEMBL390662,nM,10600.0,uM,10.6
1299,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)c(F)c1,CHEMBL390663,nM,12800.0,uM,12.8
1300,O=C(c1ccc(F)cc1)n1cc(Cl)cn1,CHEMBL243437,nM,6900.0,nM,6900.0
1301,Cc1ccccc1C(=O)n1cc([N+](=O)[O-])cn1,CHEMBL244072,nM,12100.0,nM,12100.0
1302,O=C(c1ccccc1)n1ccc([N+](=O)[O-])n1,CHEMBL244940,nM,11000.0,nM,11000.0
1303,Cc1ccc(C(=O)n2ccc([N+](=O)[O-])n2)cc1,CHEMBL244939,nM,4300.0,nM,4300.0
1304,COc1cc(C(=O)n2ccc(C)n2)cc(OC)c1OC,CHEMBL430193,nM,4800.0,nM,4800.0
1305,Cc1cc([N+](=O)[O-])nn1C(=O)c1ccccc1F,CHEMBL398167,nM,2800.0,nM,2800.0
1306,O=C(c1ccc(Cl)c(Cl)c1)n1cccn1,CHEMBL244917,nM,2800.0,nM,2800.0
1307,Cc1ccc(C(=O)n2cc(Br)cn2)cc1,CHEMBL244909,nM,4700.0,nM,4700.0
1308,O=C(Nc1ccccc1)c1ccn(C(=O)c2ccccc2)n1,CHEMBL388239,nM,390.0,nM,390.0
1309,O=C(c1ccccc1)n1cc([N+](=O)[O-])cn1,CHEMBL244908,nM,11900.0,nM,11900.0
1310,Cc1ccc(C(=O)c2ccn(C(=O)c3ccc(F)cc3)n2)c(C)c1,CHEMBL387791,nM,120.0,nM,120.0
1311,O=C(c1cccc([N+](=O)[O-])c1)n1cc(Cl)cn1,CHEMBL244726,nM,680.0,nM,680.0
1312,COC(=O)c1ccnn1C(=O)c1ccc(Cl)cc1,CHEMBL387576,nM,51.0,nM,51.0
1313,Cc1nn(C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c(C)c1Cl,CHEMBL243893,nM,8800.0,nM,8800.0
1314,O=C(Nc1cccc(Br)c1)c1ccn(C(=O)c2ccccc2Cl)n1,CHEMBL243852,nM,5000.0,nM,5000.0
1315,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)Cc1ccccc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL214814,nM,770.0,uM,0.77
1316,N=C(N)NCCCC(NC(=O)OCc1ccccc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL239331,nM,780.0,uM,0.78
1317,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C(Cc2ccc(NC(=N)N)cc2)NS(C)(=O)=O)cc1,CHEMBL239118,nM,2350.0,uM,2.35
1318,COC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccc(NC(C)=O)cc1)Oc1ccc(NC(C)=O)cc1,CHEMBL393979,nM,1130.0,uM,1.13
1319,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C(Cc2ccc(NC(=N)N)cc2)NC(=O)OCc2ccccc2)cc1,CHEMBL391968,nM,390.0,uM,0.39
1320,N=C(N)c1ccc(CCC(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL238913,nM,17000.0,uM,17.0
1321,N=C(N)c1ccc(CC(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL238708,nM,20000.0,uM,20.0
1322,N=C(N)c1ccc(C(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL238707,nM,288.0,uM,0.288
1323,CS(=O)(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL238493,nM,125000.0,uM,125.0
1324,N=C(N)Nc1ccc(CC(NS(=O)(=O)c2cccc3ccccc23)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL391344,nM,8100.0,uM,8.1
1325,N=C(N)Nc1ccc(CC(NS(=O)(=O)Cc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL238491,nM,11900.0,uM,11.9
1326,CC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL239747,nM,32200.0,uM,32.2
1327,CCOC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL239536,nM,3800.0,uM,3.8
1328,COC(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL393591,nM,17000.0,uM,17.0
1329,N=C(N)Nc1ccc(CC(NC(=O)OCc2ccccc2)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,CHEMBL239535,nM,2400.0,uM,2.4
1330,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCC2=CCN(C(=N)N)C2)C[C@@H]2CC[C@@H](O)C[C@@H]21,CHEMBL246097,nM,220.0,uM,0.22
1331,CO[C@H](CO)C(=O)N[C@@H](C(=O)N1[C@H](C(=O)NCCC2=CCN(C(=N)N)C2)C[C@@H]2C[C@H](O)[C@@H](O)C[C@@H]21)[C@@H](Cl)C(C)C,CHEMBL394402,nM,11.0,uM,0.011
1332,CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL397123,nM,171.0,uM,0.171
1333,CC[C@H](C)[C@@H](NC(=O)CCc1ccccc1)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL394401,nM,334.0,uM,0.334
1334,CC[C@H](C)[C@@H](NC(=O)[C@@H](C)O)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL398122,nM,53.0,uM,0.053
1335,CC[C@H](C)[C@@H](NC(C)=O)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL394927,nM,786.0,uM,0.786
1336,CC[C@H](C)[C@@H](N)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL391142,nM,101.0,uM,0.101
1337,N=C(N)c1ccc(CNC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)C(NC(=O)[C@H](O)Cc2ccccc2)C2CCCCC2)cc1,CHEMBL392197,nM,3.4,uM,0.0034
1338,CC[C@@H](C)[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1,CHEMBL246295,nM,7.0,uM,0.007
1339,CC[C@H](C)[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL391986,nM,3.3,uM,0.0033
1340,CC(C)[C@H](Cl)[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL246703,nM,1.6,uM,0.0016
1341,CC(C)[C@H](Cl)[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CC[C@@H](O)C[C@@H]21,CHEMBL393849,nM,310.0,uM,0.31
1342,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CC[C@@H](O)C[C@@H]21,CHEMBL245872,nM,5600.0,uM,5.6
1343,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCCCNC(=N)N)C[C@@H]2CCCC[C@@H]21,CHEMBL245894,nM,1500.0,uM,1.5
1344,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,CHEMBL393698,nM,97.0,uM,0.097
1345,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCC2=CCN(C(=N)N)C2)C[C@@H]2CCCC[C@@H]21,CHEMBL245692,nM,120.0,uM,0.12
1346,CN1CCc2nc(C(=O)N[C@@H]3CCC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,CHEMBL391804,nM,27000.0,nM,27000.0
1347,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,CHEMBL245678,nM,2600.0,nM,2600.0
1348,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,CHEMBL391805,nM,29000.0,nM,29000.0
1349,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,CHEMBL245678,nM,4500.0,nM,4500.0
1350,CN1CCc2nc(C(=O)N[C@@H]3CCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,CHEMBL393873,nM,36000.0,nM,36000.0
1351,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,CHEMBL1166,nM,5.4,nM,5.4
1352,COc1cc(O)c(C(CCc2ccc(O)cc2OC)c2ccc(O)cc2)cc1CCC(=O)c1ccc(O)cc1,CHEMBL251977,nM,26300.0,uM,26.3
1353,COc1cc(OC)c(C(CCc2ccc(O)cc2OC)c2ccc(O)cc2)cc1CCC(=O)c1ccc(O)cc1,CHEMBL254648,nM,12300.0,uM,12.3
1354,COc1cc(O)ccc1CCC(c1ccc(O)cc1)c1cc2c(c(C)c1O)O[C@@H](c1ccc(O)cc1)CC2,CHEMBL254647,nM,21500.0,uM,21.5
1355,COc1cc(O)ccc1CCC(c1ccc(O)cc1)c1c(/C=C/c2ccc(O)cc2)cc(O)cc1OC,CHEMBL254439,nM,26700.0,uM,26.7
1356,COc1ccc(C(CCc2ccc(O)cc2OC)c2c(O)cc(OC)cc2/C=C/c2ccc(O)cc2)cc1,CHEMBL399481,nM,17800.0,uM,17.8
1357,Cc1ccccc1CCNn1ccc(C)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O.Cl,CHEMBL559192,nM,23.0,uM,0.023
1358,Cc1ccc(F)cc1C/C=N/n1ccc(C)c(CC(=O)NCc2ccc(N)nc2)c1=O.Cl,CHEMBL537450,nM,3091.0,uM,3.091
1359,Cc1ccn(/N=C/Cc2cccc(C(F)(F)F)c2)c(=O)c1CC(=O)NCc1ccc(N)nc1.Cl,CHEMBL540120,nM,2706.0,uM,2.706
1360,Cc1ccn(NS(=O)(=O)c2ccccc2)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL556575,nM,2471.0,uM,2.471
1361,Cc1ccn(NCS(=O)(=O)c2ccccc2)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL536310,nM,1919.0,uM,1.919
1362,COc1ccc(S(=O)(=O)Nn2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2=O)cc1.Cl,CHEMBL559370,nM,1846.0,uM,1.846
1363,Cc1ccn(NS(=O)(=O)c2cccc3ccccc23)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL540121,nM,1243.0,uM,1.243
1364,COc1cc(C)ccc1S(=O)(=O)Nn1ccc(C)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O.Cl,CHEMBL557579,nM,1180.0,uM,1.18
1365,COc1cccc(S(=O)(=O)Nn2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2=O)c1.Cl,CHEMBL535862,nM,1054.0,uM,1.054
1366,Cc1ccn(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL535861,nM,885.0,uM,0.885
1367,Cc1ccc(C)c(S(=O)(=O)Nn2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2=O)c1.Cl,CHEMBL540119,nM,578.0,uM,0.578
1368,COc1cc(Cl)ccc1S(=O)(=O)Nn1ccc(C)c(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O.Cl,CHEMBL535860,nM,307.0,uM,0.307
1369,Cc1ccc(C)c(CCNn2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2=O)c1.Cl,CHEMBL558770,nM,92.0,uM,0.092
1370,Cc1ccn(NCCc2ccccc2)c(=O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,CHEMBL535639,nM,91.0,uM,0.091
1371,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1,CHEMBL402150,nM,14000.0,nM,14000.0
1372,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CC[C@H]2CN(C(=O)CCc3ccccc3)CC(=O)N21)C(=O)c1ccccn1,CHEMBL169946,nM,340.0,nM,340.0
1373,Cn1ccnc1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CC[C@H]2CN(C(=O)CCc3ccccc3)CC(=O)N21,CHEMBL256030,nM,2400.0,nM,2400.0
1374,Cn1c(C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CC[C@H]3CN(C(=O)CCc4ccccc4)CC(=O)N32)nc2ccccc21,CHEMBL256396,nM,51.0,nM,51.0
1375,N=C(N)N1CCC([C@H](NC(=O)[C@@H]2CC[C@H]3CN(C(=O)CCc4ccccc4)CC(=O)N32)C(=O)c2nccs2)CC1,CHEMBL333154,nM,1.0,nM,1.0
1376,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CC[C@H]2CN(C(=O)CCc3ccccc3)CC(=O)N21)C(=O)c1nccs1,CHEMBL324413,nM,5.0,nM,5.0
1377,C[C@@H]1C(=O)N(CCCc2ccccc2)CC(=O)N1CC(=O)N[C@@H](C[C@@H]1CCCN(C(=N)N)C1)C(=O)c1nccs1,CHEMBL256219,nM,880.0,nM,880.0
1378,N=C(N)N1CCC[C@@H](C[C@H](NC(=O)CN2C(=O)CN(c3ccccc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,CHEMBL402809,nM,1200.0,nM,1200.0
1379,N=C(N)NCCC[C@H](NC(=O)CN1C(=O)CN(CCCc2ccccc2)C(=O)[C@H]1Cc1ccccc1)C(=O)c1nccs1,CHEMBL313790,nM,3400.0,nM,3400.0
1380,N=C(N)N1CCC[C@@H](C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc(Cl)cc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,CHEMBL272799,nM,110.0,nM,110.0
1381,N=C(N)N1CCC[C@@H](C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,CHEMBL404654,nM,170.0,nM,170.0
1382,CCS(=O)(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1CCNCC1)C(=O)c1nccs1,CHEMBL22100,nM,120.0,nM,120.0
1383,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@](C)(CCCNC(=N)N)C(=O)c1nc2ccccc2s1.O=C(O)C(F)(F)F,CHEMBL403445,nM,3700.0,nM,3700.0
1384,CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=O)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL273653,nM,1100.0,nM,1100.0
1385,CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL413155,nM,2000.0,nM,2000.0
1386,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@@H](CC1CCCCC1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CHEMBL404268,nM,40.0,nM,40.0
1387,N=C(N)NCCC[C@H](NC(=O)CN1CCCC[C@@H](NS(=O)(=O)Cc2ccccc2)C1=O)C(=O)c1nccs1,CHEMBL271495,nM,38.0,nM,38.0
1388,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL258105,nM,390.0,nM,390.0
1389,N=C(N)NCCC[C@H](NC(=O)CN1CCN(C(=O)Cc2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL258104,nM,11000.0,nM,11000.0
1390,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1=O)C(=O)c1nccs1,CHEMBL271934,nM,1000.0,nM,1000.0
1391,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)c2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL271936,nM,420.0,nM,420.0
1392,N=C(N)NCCC[C@H](NC(=O)CN1CCN(C(=O)c2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL406157,nM,7000.0,nM,7000.0
1393,N=C(N)NCCC[C@H](NC(=O)CN1CCN(Cc2ccccc2)CC1=O)C(=O)c1nccs1,CHEMBL404755,nM,14000.0,nM,14000.0
1394,N=C(N)NCCC[C@H](NC(=O)Cn1cccc(NS(=O)(=O)Cc2ccccc2)c1=O)C(=O)c1nccs1,CHEMBL257068,nM,8.0,nM,8.0
1395,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CHEMBL275859,nM,40.0,nM,40.0
1396,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CHEMBL78053,nM,100000.0,nM,100000.0
1397,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CHEMBL78055,nM,4000.0,nM,4000.0
1398,N=C(N)NCCC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CHEMBL257867,nM,60000.0,nM,60000.0
1399,CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL402935,nM,19000.0,nM,19000.0
1400,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@@H](Cc2ccccc2)C1=O)C(=O)c1nccs1,CHEMBL350380,nM,2000.0,nM,2000.0
1401,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@H](Cc2ccccc2)C1=O)C(=O)c1nccs1,CHEMBL405427,nM,510.0,nM,510.0
1402,COC(=O)C[C@H]1C(=O)N(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nccs2)CCN1S(=O)(=O)Cc1ccccc1,CHEMBL272961,nM,1000.0,nM,1000.0
1403,COC(=O)C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nccs2)CCN1S(=O)(=O)Cc1ccccc1,CHEMBL272135,nM,5000.0,nM,5000.0
1404,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@@H](CCCNC(=N)N)C1=O)C(=O)c1nccs1,CHEMBL162615,nM,12000.0,nM,12000.0
1405,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@H](CCCNC(=N)N)C1=O)C(=O)c1nccs1,CHEMBL350514,nM,3000.0,nM,3000.0
1406,N=C(N)NCCC[C@H](NC(=O)CN1CCN[C@@H](CCCNC(=N)N)C1=O)C(=O)c1nccs1,CHEMBL163407,nM,150000.0,nM,150000.0
1407,N=C(N)NCCC[C@H](NC(=O)CN1CCN[C@H](CCCNC(=N)N)C1=O)C(=O)c1nccs1,CHEMBL404534,nM,200000.0,nM,200000.0
1408,N=C(N)NCCC[C@H](NC(=O)Cn1c(Cc2ccccc2)c(Cl)nc(NCCc2ccccc2)c1=O)C(=O)c1nccs1,CHEMBL308948,nM,110.0,nM,110.0
1409,CC(C)[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL269969,nM,980.0,nM,980.0
1410,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1Cl)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL375599,nM,390.0,nM,390.0
1411,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,CHEMBL266570,nM,2600.0,nM,2600.0
1412,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,CHEMBL270204,nM,6700.0,nM,6700.0
1413,CC(C)(C)CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2o1.O=C(O)C(F)(F)F,CHEMBL436851,nM,68.0,nM,68.0
1414,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2)cc1,CHEMBL497867,nM,88.0,nM,88.0
1415,CSCC[C@H](NC(=O)[C@H]1CCCN1)C(=O)NCc1ccc(C(=N)N)cc1,CHEMBL498640,nM,83000.0,nM,83000.0
1416,N=C(N)c1ccc(CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]2CCCN2)cc1,CHEMBL525742,nM,10000.0,nM,10000.0
1417,C/C=C\Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,CHEMBL484616,nM,4.88,nM,4.88
